"","State","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location_Code","Marital_Status","Monthly_Premium_Auto","Months_Since_Last_Claim","Months_Since_Policy_Inception","Number_of_Open_Complaints","Number_of_Policies","Policy_Type","Policy","Renew_Offer_Type","Sales_Channel","Total_Claim_Amount","Vehicle_Class","Vehicle_Size","pred"
"197","Oregon",9951.707743,"No","Premium","High School or Below","Employed","M",56855,"Suburban","Single",255,12,1,0,1,"Corporate Auto","Corporate L3","Offer4","Web",1836,"Luxury SUV","Medsize",13579.5826481012
"198","Oregon",2521.555686,"No","Basic","Bachelor","Employed","M",53703,"Rural","Single",67,3,45,2,1,"Special Auto","Special L3","Offer1","Branch",67.632476,"Four-Door Car","Medsize",4944.13206448309
"200","California",6047.02516,"Yes","Extended","College","Employed","M",20396,"Suburban","Married",76,15,60,1,4,"Personal Auto","Personal L1","Offer1","Branch",364.8,"Four-Door Car","Medsize",6333.35348799529
"203","Arizona",2799.74791,"No","Basic","High School or Below","Employed","F",65351,"Suburban","Married",69,4,54,0,1,"Corporate Auto","Corporate L1","Offer2","Call Center",481.027516,"Four-Door Car","Medsize",4902.42883055932
"204","California",7923.136624,"No","Basic","College","Unemployed","M",0,"Suburban","Single",113,20,1,0,7,"Personal Auto","Personal L2","Offer1","Agent",1124.427734,"SUV","Medsize",9199.52576929717
"206","California",12067.45599,"No","Basic","College","Unemployed","M",0,"Suburban","Single",116,14,35,0,2,"Personal Auto","Personal L2","Offer1","Agent",1284.093173,"SUV","Medsize",7821.1237982869
"208","California",15014.0927,"No","Premium","College","Employed","M",32961,"Suburban","Married",190,13,53,0,3,"Corporate Auto","Corporate L2","Offer1","Branch",912,"SUV","Small",12415.9871340266
"209","Oregon",9277.233839,"No","Basic","High School or Below","Employed","F",71416,"Suburban","Divorced",116,10,0,0,3,"Corporate Auto","Corporate L3","Offer2","Agent",556.8,"SUV","Medsize",8429.32848706677
"210","Washington",6274.123875,"No","Extended","Bachelor","Employed","F",68964,"Rural","Married",78,15,6,0,3,"Personal Auto","Personal L3","Offer3","Web",115.086827,"Four-Door Car","Medsize",6309.37321715605
"211","California",3886.647414,"No","Extended","High School or Below","Employed","M",78108,"Suburban","Single",98,12,34,0,1,"Personal Auto","Personal L3","Offer2","Agent",470.4,"Two-Door Car","Small",6423.4287263641
"212","California",4386.277558,"Yes","Basic","College","Retired","M",10621,"Suburban","Single",67,28,22,0,5,"Special Auto","Special L3","Offer1","Agent",321.6,"Four-Door Car","Medsize",5935.48738030328
"213","Washington",11365.26766,"No","Extended","College","Employed","M",84910,"Urban","Married",95,4,69,0,2,"Corporate Auto","Corporate L3","Offer2","Web",383.167471,"Two-Door Car","Small",6648.49933772912
"215","Arizona",2912.892035,"No","Basic","College","Employed","M",81097,"Suburban","Divorced",74,7,67,0,1,"Personal Auto","Personal L1","Offer4","Agent",355.2,"Four-Door Car","Small",4777.27951329077
"216","Oregon",6915.729915,"No","Extended","College","Employed","F",96610,"Suburban","Married",85,6,23,0,3,"Corporate Auto","Corporate L1","Offer4","Call Center",520.364752,"Four-Door Car","Large",6103.22994683594
"217","Oregon",6262.663307,"No","Premium","College","Employed","M",30110,"Urban","Married",159,20,71,0,1,"Corporate Auto","Corporate L3","Offer4","Agent",466.436375,"Sports Car","Small",8855.46065025418
"219","Washington",8007.399376,"Yes","Basic","High School or Below","Unemployed","F",0,"Suburban","Divorced",112,12,93,0,3,"Personal Auto","Personal L3","Offer1","Web",537.6,"Sports Car","Medsize",7373.08642780562
"220","California",2929.916512,"No","Basic","College","Employed","M",98473,"Suburban","Married",72,19,69,0,1,"Personal Auto","Personal L1","Offer2","Branch",345.6,"Four-Door Car","Medsize",5104.52758339571
"221","Oregon",5969.55297,"No","Basic","Bachelor","Employed","F",97431,"Suburban","Married",74,1,72,0,3,"Personal Auto","Personal L2","Offer3","Branch",355.2,"Four-Door Car","Medsize",5930.37851223841
"222","California",5473.15987,"No","Basic","Bachelor","Employed","M",93870,"Suburban","Divorced",69,1,96,0,8,"Personal Auto","Personal L2","Offer1","Call Center",331.2,"Four-Door Car","Medsize",7334.42855383938
"223","Nevada",5645.396665,"No","Basic","High School or Below","Employed","M",50366,"Suburban","Divorced",72,9,5,0,9,"Personal Auto","Personal L1","Offer1","Call Center",428.734656,"Four-Door Car","Small",7994.7197645639
"224","Washington",6369.262355,"Yes","Extended","High School or Below","Employed","M",34498,"Suburban","Single",83,30,72,0,7,"Personal Auto","Personal L3","Offer2","Branch",398.4,"Two-Door Car","Small",7010.15646241466
"225","Oregon",11833.76732,"No","Basic","College","Disabled","F",16552,"Suburban","Married",103,23,53,0,2,"Personal Auto","Personal L3","Offer2","Call Center",494.4,"SUV","Small",6815.22345712745
"226","Oregon",6121.107929,"No","Extended","College","Employed","F",26787,"Suburban","Married",77,7,50,0,5,"Personal Auto","Personal L3","Offer3","Branch",369.6,"Four-Door Car","Medsize",6442.78847536347
"227","Nevada",5159.369746,"No","Basic","College","Unemployed","M",0,"Suburban","Single",74,2,42,0,9,"Personal Auto","Personal L1","Offer1","Branch",831.752839,"Two-Door Car","Medsize",7463.87547718694
"229","Arizona",8668.611261,"No","Basic","High School or Below","Employed","M",21474,"Urban","Married",114,13,72,2,9,"Corporate Auto","Corporate L3","Offer1","Agent",373.428187,"SUV","Small",9816.43011423752
"230","California",4960.965384,"No","Basic","Bachelor","Disabled","M",18174,"Suburban","Married",66,8,16,0,9,"Corporate Auto","Corporate L1","Offer1","Agent",395.934815,"Four-Door Car","Small",7263.7771880945
"234","Oregon",5657.031588,"No","Premium","Bachelor","Unemployed","F",0,"Suburban","Married",152,12,89,0,1,"Personal Auto","Personal L3","Offer1","Web",729.6,"SUV","Small",9512.98950713352
"237","California",15182.27975,"No","Basic","Bachelor","Employed","F",53863,"Rural","Married",63,12,30,0,2,"Personal Auto","Personal L2","Offer1","Web",105.765111,"Four-Door Car","Large",5559.28163992508
"238","Washington",10747.03094,"No","Extended","College","Employed","M",66446,"Urban","Divorced",136,8,77,0,3,"Corporate Auto","Corporate L1","Offer2","Branch",639.464548,"SUV","Large",9001.57296508936
"239","Washington",2050.623512,"No","Basic","College","Unemployed","M",0,"Suburban","Single",61,18,26,0,1,"Personal Auto","Personal L3","Offer2","Agent",292.8,"Four-Door Car","Small",3899.07907974334
"240","Washington",2465.444865,"No","Basic","Bachelor","Employed","F",64997,"Suburban","Single",63,7,99,1,1,"Personal Auto","Personal L3","Offer2","Agent",383.442328,"Four-Door Car","Small",4068.33126730745
"241","Nevada",5343.121327,"No","Basic","High School or Below","Employed","F",64460,"Suburban","Married",66,18,42,0,3,"Corporate Auto","Corporate L3","Offer2","Agent",316.8,"Two-Door Car","Small",5597.39986917545
"244","California",6408.785577,"No","Extended","College","Employed","M",49988,"Suburban","Married",84,6,37,5,5,"Personal Auto","Personal L2","Offer2","Web",566.935022,"Two-Door Car","Large",6371.3949538158
"245","California",2376.533508,"No","Extended","College","Unemployed","F",0,"Suburban","Single",91,2,8,5,1,"Personal Auto","Personal L1","Offer1","Agent",436.8,"Two-Door Car","Medsize",5650.22638432166
"246","California",3211.070017,"No","Extended","Bachelor","Disabled","M",16269,"Suburban","Divorced",86,6,84,0,1,"Corporate Auto","Corporate L2","Offer3","Agent",412.8,"Two-Door Car","Medsize",5546.24841085773
"247","Arizona",5094.522262,"No","Basic","Bachelor","Employed","F",72006,"Suburban","Divorced",64,4,38,0,3,"Personal Auto","Personal L1","Offer4","Agent",307.2,"Four-Door Car","Medsize",4948.52177909752
"249","Oregon",8672.229719,"No","Extended","Bachelor","Unemployed","M",0,"Suburban","Single",245,34,83,0,1,"Corporate Auto","Corporate L3","Offer1","Branch",2345.413441,"Luxury SUV","Medsize",12918.0181116394
"250","California",8044.73072,"No","Basic","Master","Employed","M",44320,"Suburban","Married",67,13,79,0,2,"Personal Auto","Personal L2","Offer1","Call Center",321.6,"Four-Door Car","Medsize",5487.00553468371
"251","Arizona",4001.519098,"No","Premium","High School or Below","Retired","F",19782,"Suburban","Divorced",108,13,66,0,1,"Personal Auto","Personal L3","Offer3","Web",773.470977,"Two-Door Car","Medsize",6966.34630846524
"253","Arizona",8544.411077,"No","Basic","Doctor","Employed","M",28224,"Suburban","Single",109,13,13,0,8,"Personal Auto","Personal L3","Offer1","Call Center",523.2,"SUV","Medsize",9611.34276163567
"255","Oregon",6112.756868,"No","Extended","Bachelor","Employed","M",63243,"Urban","Married",77,21,73,0,3,"Personal Auto","Personal L3","Offer4","Call Center",364.240307,"Four-Door Car","Large",5367.62652589212
"256","Nevada",4772.943848,"Yes","Extended","High School or Below","Retired","M",20993,"Suburban","Divorced",133,35,90,0,1,"Personal Auto","Personal L3","Offer2","Agent",638.4,"SUV","Medsize",7805.42385545261
"257","Oregon",10979.09559,"No","Extended","Bachelor","Employed","F",94827,"Urban","Married",135,5,64,0,4,"Personal Auto","Personal L3","Offer1","Agent",354.729129,"SUV","Medsize",9999.40220686552
"258","California",5004.263818,"No","Basic","Master","Employed","F",39161,"Urban","Married",63,18,83,1,4,"Personal Auto","Personal L3","Offer2","Call Center",283.995953,"Two-Door Car","Small",5325.62952247495
"259","Washington",13223.04379,"No","Extended","Bachelor","Employed","M",37534,"Suburban","Married",84,2,0,2,2,"Personal Auto","Personal L3","Offer3","Branch",403.2,"Four-Door Car","Medsize",5989.42252219933
"261","California",17840.19555,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",62,32,59,0,2,"Personal Auto","Personal L1","Offer1","Agent",385.115437,"Four-Door Car","Small",4897.47822836601
"265","California",6563.644143,"No","Extended","Bachelor","Employed","M",32375,"Suburban","Married",83,17,83,0,6,"Personal Auto","Personal L1","Offer1","Agent",398.4,"Four-Door Car","Small",7268.43151630534
"266","Oregon",4812.525221,"No","Basic","College","Medical Leave","M",16531,"Rural","Married",63,0,40,0,4,"Corporate Auto","Corporate L1","Offer1","Web",102.879769,"Four-Door Car","Medsize",5641.6774001788
"268","Arizona",5773.520711,"No","Basic","Bachelor","Employed","F",81676,"Suburban","Married",72,21,86,0,8,"Personal Auto","Personal L2","Offer1","Agent",463.158502,"Two-Door Car","Small",7713.29958385264
"269","California",6847.1189,"No","Extended","College","Employed","M",71038,"Rural","Married",86,15,56,0,3,"Corporate Auto","Corporate L1","Offer4","Agent",205.444066,"Four-Door Car","Medsize",5900.04792693371
"270","Arizona",3595.31286,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",103,20,43,0,1,"Corporate Auto","Corporate L3","Offer2","Call Center",741.6,"Sports Car","Medsize",5802.10646727446
"273","Oregon",4115.577437,"No","Premium","High School or Below","Employed","M",52405,"Suburban","Married",103,2,27,0,1,"Personal Auto","Personal L3","Offer4","Call Center",494.4,"Four-Door Car","Medsize",6502.39298605488
"274","Arizona",5029.638777,"No","Extended","High School or Below","Unemployed","F",0,"Suburban","Married",133,3,89,0,1,"Personal Auto","Personal L3","Offer1","Agent",795.864079,"Sports Car","Small",7835.80975248833
"275","Washington",4821.418454,"No","Extended","Bachelor","Employed","F",26583,"Suburban","Married",128,6,46,4,1,"Personal Auto","Personal L2","Offer2","Agent",614.4,"SUV","Medsize",7594.89469908882
"279","California",16727.56063,"No","Extended","College","Unemployed","M",0,"Suburban","Single",76,33,36,2,2,"Personal Auto","Personal L3","Offer3","Branch",402.636829,"Two-Door Car","Medsize",5041.58073411019
"281","Nevada",6158.601171,"No","Extended","College","Unemployed","M",0,"Urban","Single",89,13,45,0,5,"Personal Auto","Personal L2","Offer1","Web",342.481173,"Four-Door Car","Medsize",6826.55919272173
"282","California",4376.083958,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",69,21,70,4,3,"Personal Auto","Personal L2","Offer4","Web",331.2,"Two-Door Car","Medsize",4254.8212795514
"283","Nevada",5569.456156,"No","Basic","High School or Below","Employed","M",53565,"Suburban","Married",71,27,34,1,6,"Personal Auto","Personal L3","Offer1","Agent",340.8,"Four-Door Car","Small",6891.41632660578
"284","Washington",2576.513006,"No","Basic","Bachelor","Employed","M",37574,"Suburban","Married",66,19,14,1,1,"Personal Auto","Personal L1","Offer1","Agent",412.101933,"Two-Door Car","Medsize",5559.2286062393
"285","Washington",8346.983233,"No","Premium","Bachelor","Employed","M",48259,"Rural","Single",108,14,79,0,3,"Personal Auto","Personal L2","Offer1","Branch",73.700573,"Two-Door Car","Medsize",8007.89650026995
"286","Arizona",6323.923864,"No","Extended","High School or Below","Employed","F",78532,"Suburban","Married",78,25,87,0,3,"Personal Auto","Personal L3","Offer2","Call Center",374.4,"Four-Door Car","Medsize",5773.42770914939
"288","California",4706.676993,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",72,0,86,0,7,"Personal Auto","Personal L2","Offer1","Agent",345.6,"Four-Door Car","Medsize",6383.54399235626
"289","California",8093.410258,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Married",114,9,72,1,5,"Personal Auto","Personal L1","Offer1","Agent",722.024742,"Sports Car","Medsize",7991.71261971334
"290","Washington",5035.744643,"No","Basic","College","Employed","M",72672,"Urban","Married",63,7,39,0,5,"Personal Auto","Personal L2","Offer2","Call Center",259.361117,"Four-Door Car","Large",5808.21850795255
"294","Arizona",4992.063043,"No","Basic","Bachelor","Unemployed","F",0,"Suburban","Single",71,6,5,0,3,"Corporate Auto","Corporate L2","Offer3","Web",653.388564,"Four-Door Car","Small",5215.82922998619
"295","Oregon",9102.267849,"No","Premium","High School or Below","Disabled","F",26049,"Rural","Married",118,17,6,0,6,"Personal Auto","Personal L2","Offer1","Call Center",121.032372,"Two-Door Car","Large",9499.58109127373
"296","Arizona",2540.407726,"No","Basic","Doctor","Employed","M",70125,"Rural","Single",64,21,77,0,1,"Special Auto","Special L2","Offer2","Branch",92.813396,"Four-Door Car","Medsize",4353.34497605498
"298","Washington",2365.348601,"No","Basic","Bachelor","Unemployed","F",0,"Rural","Married",66,25,51,2,1,"Special Auto","Special L2","Offer2","Branch",159.636956,"Four-Door Car","Medsize",4012.77555882436
"299","Arizona",5720.765064,"No","Basic","College","Employed","M",41770,"Suburban","Married",72,0,60,0,9,"Personal Auto","Personal L1","Offer2","Branch",476.156957,"Four-Door Car","Small",7108.03064787523
"300","Oregon",7035.534088,"No","Premium","High School or Below","Unemployed","M",0,"Suburban","Divorced",101,16,88,0,8,"Corporate Auto","Corporate L3","Offer3","Web",727.2,"Four-Door Car","Medsize",8129.92424220737
"301","California",2636.97773,"No","Basic","College","Employed","M",31911,"Suburban","Married",67,33,27,0,1,"Personal Auto","Personal L3","Offer2","Agent",321.6,"Four-Door Car","Medsize",4801.0349473263
"302","Nevada",5395.831967,"No","Basic","Bachelor","Employed","M",70051,"Rural","Married",68,15,69,0,8,"Corporate Auto","Corporate L3","Offer4","Web",42.078345,"Four-Door Car","Medsize",6352.65113392263
"303","Oregon",8382.630118,"Yes","Basic","High School or Below","Retired","M",19683,"Suburban","Married",117,17,41,1,9,"Personal Auto","Personal L2","Offer1","Web",561.6,"Sports Car","Medsize",9443.16001985842
"305","Oregon",2887.742258,"No","Extended","Bachelor","Unemployed","F",0,"Suburban","Single",80,24,95,0,1,"Personal Auto","Personal L1","Offer1","Call Center",676.944023,"Four-Door Car","Medsize",5082.14103753896
"306","Washington",8714.922135,"Yes","Basic","College","Unemployed","F",0,"Suburban","Divorced",118,14,64,0,4,"Corporate Auto","Corporate L3","Offer1","Agent",566.4,"SUV","Medsize",8555.79417176315
"308","Oregon",10272.6082,"No","Extended","College","Employed","M",60145,"Urban","Single",132,8,28,0,3,"Personal Auto","Personal L3","Offer3","Web",580.473259,"SUV","Medsize",8988.62885037693
"309","Oregon",4376.363592,"Yes","Premium","Bachelor","Employed","F",63774,"Rural","Divorced",111,18,63,0,1,"Personal Auto","Personal L3","Offer2","Agent",60.036683,"Four-Door Car","Medsize",7122.5796433325
"310","California",5318.89664,"Yes","Basic","Bachelor","Employed","F",25134,"Suburban","Married",67,3,0,0,6,"Corporate Auto","Corporate L2","Offer2","Call Center",321.6,"Four-Door Car","Small",6262.53635950856
"311","Oregon",4719.762191,"No","Basic","Bachelor","Employed","M",37057,"Rural","Married",61,5,48,1,6,"Personal Auto","Personal L2","Offer1","Agent",47.53101,"Four-Door Car","Small",6291.57070837924
"317","Oregon",4719.450052,"No","Extended","College","Employed","F",89642,"Rural","Married",121,11,20,4,1,"Corporate Auto","Corporate L3","Offer3","Call Center",86.320022,"SUV","Medsize",7832.72446653805
"318","California",3903.474784,"No","Extended","Bachelor","Employed","F",60068,"Suburban","Married",98,17,75,0,1,"Personal Auto","Personal L3","Offer2","Agent",470.4,"Two-Door Car","Small",6392.81849235847
"321","Arizona",4433.97368,"No","Basic","College","Employed","F",50653,"Rural","Married",110,29,42,0,1,"Corporate Auto","Corporate L3","Offer4","Agent",262.865172,"SUV","Small",6964.87065838367
